id_transacao,valor,tempo,fim_de_semana,idade_cliente,tipo_transacao,cidade,fraude,perfil,numero_transacoes
1159,1000.0,23.92,0,71,compra,Rio de Janeiro,0,Aposentado,1
1160,1000.0,0.81,0,65,compra,São Luís,0,Aposentado,1
1161,1000.0,1.57,1,62,compra,João Pessoa,0,Aposentado,1
1162,1000.0,1.87,0,79,compra,Boa Vista,0,Aposentado,1
1163,1000.0,17.83,0,20,compra,João Pessoa,0,Estudante,1
1164,1000.0,3.27,1,43,transferencia,Porto Alegre,0,Comerciante,3
1165,1000.0,14.94,0,45,compra,Rio de Janeiro,0,Investidor,4
1166,1000.0,7.79,0,44,compra,Vitória,0,Engenheiro,1
1167,1000.0,10.98,1,31,compra,Rio Branco,0,Investidor,2
1168,1000.0,5.18,0,67,transferencia,São Paulo,0,Aposentado,1
1169,1000.0,20.79,0,60,compra,Campo Grande,0,Aposentado,1
1170,1000.0,14.07,0,68,compra,Macapá,0,Aposentado,1
1171,1000.0,22.67,0,41,saque,Porto Velho,0,Investidor,3
1172,1000.0,13.79,0,52,compra,Florianópolis,0,Bancário,2
1173,1000.0,2.97,0,69,compra,Boa Vista,0,Aposentado,1
1174,1000.0,4.1,0,51,transferencia,Porto Alegre,0,Bancário,4
1175,1000.0,23.74,0,41,compra,Manaus,0,Investidor,2
1176,1000.0,17.41,1,23,compra,Rio Branco,0,Estudante,1
1177,1000.0,1.18,0,74,compra,Teresina,0,Aposentado,1
1178,1000.0,16.89,1,79,transferencia,Macapá,0,Aposentado,1
1179,1000.0,9.89,0,48,transferencia,Palmas,0,Investidor,1
1180,1000.0,7.37,0,73,saque,Teresina,0,Aposentado,1
1181,1000.0,3.7,0,46,compra,Natal,0,Comerciante,4
1182,1000.0,20.16,0,53,saque,Boa Vista,0,Comerciante,4
1183,1000.0,1.53,0,46,compra,Boa Vista,0,Investidor,5
1184,1000.0,6.96,1,30,compra,Macapá,0,Investidor,1
1185,1000.0,7.35,0,25,compra,Rio Branco,0,Estudante,1
1186,1000.0,3.86,0,32,compra,Campo Grande,0,Bancário,1
1187,1000.0,12.2,0,50,compra,Rio de Janeiro,0,Comerciante,3
1188,1000.0,0.28,0,76,saque,Florianópolis,0,Aposentado,1
1189,1000.0,7.22,0,42,compra,Porto Alegre,0,Comerciante,2
1190,1000.0,22.41,1,33,compra,Salvador,0,Bancário,2
1191,1000.0,7.45,0,38,saque,Brasília,0,Comerciante,3
1192,1000.0,8.65,0,69,compra,Salvador,0,Aposentado,1
1193,1000.0,11.36,0,54,saque,Cuiabá,0,Comerciante,2
1194,1000.0,13.48,1,62,saque,Florianópolis,0,Aposentado,1
1195,1000.0,19.41,0,34,compra,Maceió,0,Investidor,3
1196,1000.0,4.57,0,51,compra,Belo Horizonte,0,Bancário,4
1197,1000.0,20.92,0,30,transferencia,Maceió,0,Comerciante,4
1198,1000.0,18.18,0,51,saque,Maceió,0,Bancário,3
1199,1000.0,17.34,1,60,transferencia,Macapá,1,Aposentado,1
1200,1000.0,2.08,0,78,saque,São Paulo,0,Aposentado,1
1201,1000.0,0.52,1,32,compra,Teresina,0,Engenheiro,1
1202,1000.0,14.26,0,58,compra,Florianópolis,0,Investidor,5
1203,1000.0,20.72,0,39,compra,Porto Alegre,1,Investidor,1
1204,1000.0,14.03,0,68,compra,Teresina,0,Aposentado,1
1205,1000.0,5.12,1,21,compra,Natal,0,Estudante,1
1206,1000.0,2.17,0,78,transferencia,Palmas,0,Aposentado,1
1207,1000.0,16.79,0,66,compra,São Paulo,0,Aposentado,1
1208,1000.0,17.32,1,64,compra,Goiânia,0,Aposentado,1
1209,1000.0,4.14,0,56,saque,Recife,0,Bancário,4
1210,1170.31,0.68,0,40,compra,Boa Vista,0,Comerciante,1
1211,1000.0,9.8,1,30,compra,Florianópolis,0,Investidor,5
1212,1000.0,13.99,0,25,compra,Vitória,1,Estudante,1
1213,1000.0,16.94,1,18,compra,João Pessoa,0,Estudante,1
1214,1000.0,19.44,0,58,saque,Rio de Janeiro,0,Bancário,4
1215,1000.0,14.65,0,67,compra,Teresina,0,Aposentado,1
1216,1000.0,2.66,0,78,compra,Macapá,0,Aposentado,1
1217,1000.0,16.38,0,34,compra,Aracaju,0,Bancário,1
1218,1000.0,23.62,0,34,compra,Palmas,0,Investidor,3
1219,1000.0,21.73,0,25,compra,Curitiba,0,Estudante,1
1220,1000.0,20.92,1,20,compra,São Paulo,0,Estudante,1
1221,1000.0,7.25,1,46,compra,Florianópolis,0,Comerciante,3
1222,1000.0,18.02,0,71,compra,Brasília,0,Aposentado,1
1223,1000.0,20.43,0,39,compra,Belo Horizonte,0,Bancário,4
1224,1000.0,16.28,0,60,compra,Brasília,0,Aposentado,1
1225,1000.0,6.01,0,19,transferencia,Vitória,0,Estudante,1
1226,1000.0,22.89,1,19,compra,Macapá,0,Estudante,1
1227,1000.0,10.82,0,65,saque,Aracaju,0,Aposentado,1
1228,1000.0,3.12,0,34,saque,Recife,0,Investidor,2
1229,1000.0,2.63,0,26,compra,Porto Alegre,0,Engenheiro,1
1230,1000.0,15.54,0,50,compra,Recife,0,Comerciante,5
1231,1000.0,10.51,0,46,compra,Teresina,0,Investidor,5
1232,1000.0,2.27,0,46,compra,Recife,0,Bancário,4
1233,1000.0,17.77,0,71,compra,João Pessoa,0,Aposentado,1
1234,1000.0,19.18,0,61,compra,Belém,0,Aposentado,1
1235,1000.0,17.41,0,74,saque,Palmas,0,Aposentado,1
1236,1000.0,4.85,1,23,compra,Brasília,0,Estudante,1
1237,1000.0,16.55,0,60,transferencia,Porto Alegre,1,Aposentado,1
1238,1000.0,0.26,0,23,compra,Brasília,0,Estudante,1
1239,1000.0,7.32,0,69,compra,Vitória,0,Aposentado,1
1240,1000.0,9.57,0,54,compra,Porto Alegre,0,Comerciante,2
1241,1000.0,20.05,1,62,saque,Aracaju,0,Aposentado,1
1242,1000.0,9.37,1,18,compra,João Pessoa,0,Estudante,1
1243,1000.0,0.27,1,33,saque,Belém,0,Investidor,5
1244,1000.0,8.46,1,68,compra,Boa Vista,0,Aposentado,1
1245,1000.0,11.97,1,28,transferencia,Salvador,0,Comerciante,2
1246,1000.0,22.78,0,39,compra,Florianópolis,0,Engenheiro,1
1247,1000.0,22.58,0,51,compra,Vitória,0,Comerciante,2
1248,1000.0,4.34,0,18,saque,Fortaleza,0,Estudante,1
1249,1000.0,4.44,1,30,compra,Aracaju,0,Engenheiro,1
1250,1000.0,3.92,0,66,compra,Teresina,0,Aposentado,1
1251,1000.0,18.93,0,63,saque,Rio de Janeiro,0,Aposentado,1
1252,1000.0,0.14,1,66,transferencia,Aracaju,0,Aposentado,1
1253,1000.0,3.05,0,75,compra,Florianópolis,0,Aposentado,1
1254,1000.0,12.91,0,59,saque,Salvador,1,Bancário,4
1255,1000.0,5.94,1,45,compra,Vitória,0,Comerciante,1
1256,1000.0,2.22,1,66,compra,Vitória,0,Aposentado,1
1257,1000.0,8.64,1,30,compra,Belém,0,Investidor,5
1258,1000.0,6.58,1,55,compra,Teresina,0,Bancário,2
1259,1000.0,12.27,0,47,compra,Porto Alegre,0,Bancário,3
1260,1000.0,23.5,0,75,compra,Porto Alegre,0,Aposentado,1
1261,1000.0,2.98,0,53,transferencia,Rio de Janeiro,0,Investidor,5
1262,1000.0,8.95,1,21,compra,João Pessoa,0,Estudante,1
1263,1000.0,22.37,0,31,compra,Macapá,0,Bancário,4
1264,1000.0,21.04,0,53,compra,Recife,0,Investidor,5
1265,1000.0,9.46,0,73,compra,Belém,0,Aposentado,1
1266,1000.0,16.77,0,40,compra,Curitiba,0,Investidor,4
1267,1000.0,2.11,0,22,compra,Boa Vista,0,Estudante,1
1268,1000.0,17.1,1,63,compra,Brasília,0,Aposentado,1
1269,1000.0,23.35,0,32,saque,Natal,0,Engenheiro,1
1270,1000.0,12.9,0,40,compra,Rio de Janeiro,0,Engenheiro,1
1271,1000.0,11.96,0,25,saque,Rio Branco,0,Estudante,1
1272,1000.0,4.5,0,75,compra,São Paulo,0,Aposentado,1
1273,1000.0,15.21,0,73,compra,Campo Grande,0,Aposentado,1
1274,1000.0,14.17,0,28,compra,Salvador,0,Engenheiro,1
1275,1000.0,15.65,1,24,compra,Aracaju,0,Estudante,1
1276,1000.0,0.63,1,40,compra,Macapá,0,Engenheiro,1
1277,1000.0,13.17,1,62,saque,Brasília,0,Aposentado,1
1278,1000.0,14.28,0,63,saque,Curitiba,0,Aposentado,1
1279,1000.0,4.98,1,58,compra,São Paulo,1,Bancário,5
1280,1000.0,5.0,1,44,compra,Fortaleza,0,Comerciante,3
1281,1000.0,6.63,1,48,saque,Rio de Janeiro,0,Bancário,1
1282,1000.0,17.08,0,64,compra,Aracaju,0,Aposentado,1
1283,1000.0,14.55,0,70,compra,Maceió,1,Aposentado,1
1284,1000.0,20.3,0,57,saque,Natal,0,Comerciante,4
1285,1000.0,7.1,1,19,transferencia,Florianópolis,0,Estudante,1
1286,1000.0,21.89,0,61,compra,Cuiabá,0,Aposentado,1
1287,1000.0,17.85,0,65,transferencia,Macapá,0,Aposentado,1
1288,1000.0,9.48,0,48,compra,São Paulo,0,Comerciante,5
1289,1000.0,2.29,1,78,compra,Cuiabá,0,Aposentado,1
1290,1000.0,6.17,1,25,compra,Belo Horizonte,0,Estudante,1
1291,1000.0,22.96,1,18,saque,Palmas,0,Estudante,1
1292,1000.0,7.45,1,42,compra,Manaus,0,Comerciante,4
1293,1000.0,7.92,0,34,compra,Florianópolis,0,Comerciante,3
1294,1000.0,4.55,0,47,compra,Aracaju,0,Bancário,2
1295,1000.0,19.36,1,41,saque,Teresina,0,Comerciante,5
1296,1000.0,6.62,1,48,saque,Porto Alegre,0,Bancário,2
1297,1000.0,7.93,0,68,compra,Maceió,0,Aposentado,1
1298,1000.0,9.94,0,79,compra,Brasília,0,Aposentado,1
1299,1000.0,10.41,0,69,transferencia,Palmas,0,Aposentado,1
1300,1000.0,9.87,0,78,compra,Teresina,0,Aposentado,1
1301,1000.0,12.09,0,76,compra,Recife,0,Aposentado,1
1302,1000.0,19.55,0,30,transferencia,Teresina,0,Bancário,4
1303,1000.0,19.66,1,75,compra,Belém,0,Aposentado,1
1304,1000.0,19.16,0,72,compra,Macapá,0,Aposentado,1
1305,1000.0,2.43,0,32,compra,Salvador,1,Engenheiro,1
1306,1000.0,19.19,0,43,compra,Porto Velho,0,Comerciante,1
1307,1000.0,2.89,1,49,saque,São Luís,0,Comerciante,1
1308,1000.0,2.99,0,62,saque,Macapá,0,Aposentado,1
1309,1000.0,22.75,0,52,compra,Manaus,0,Investidor,1
1310,1000.0,19.67,0,33,saque,Goiânia,0,Engenheiro,1
1311,1000.0,13.26,0,26,compra,Palmas,0,Investidor,4
1312,1000.0,21.0,0,36,saque,João Pessoa,0,Bancário,5
1313,1000.0,23.74,0,57,compra,São Paulo,0,Investidor,3
1314,1000.0,14.66,0,57,compra,São Luís,0,Investidor,1
1315,1000.0,14.71,0,63,saque,Rio de Janeiro,0,Aposentado,1
1316,1000.0,18.11,0,68,compra,Brasília,0,Aposentado,1
1317,1000.0,5.57,1,62,compra,São Luís,0,Aposentado,1
1318,1000.0,4.01,1,20,compra,Macapá,0,Estudante,1
1319,1000.0,18.23,0,43,compra,Natal,0,Comerciante,5
1320,1000.0,8.28,0,54,compra,Natal,0,Investidor,3
1321,1000.0,3.24,0,25,compra,Cuiabá,0,Estudante,1
1322,1000.0,7.56,0,23,transferencia,Natal,0,Estudante,1
1323,1000.0,8.61,1,22,saque,Brasília,0,Estudante,1
1324,1000.0,23.17,0,38,compra,Boa Vista,0,Comerciante,3
1325,1000.0,16.75,1,44,compra,Natal,0,Engenheiro,1
1326,1000.0,12.74,1,61,compra,Belo Horizonte,0,Aposentado,1
1327,1000.0,23.25,0,55,compra,São Paulo,0,Investidor,2
1328,1000.0,21.68,0,25,compra,Palmas,0,Estudante,1
1329,1000.0,12.29,0,39,transferencia,Curitiba,0,Engenheiro,1
1330,1000.0,21.74,0,40,compra,Goiânia,0,Bancário,3
1331,1000.0,9.7,1,42,compra,Natal,0,Bancário,5
1332,1000.0,5.53,0,24,compra,Brasília,0,Estudante,1
1333,1000.0,5.58,0,31,saque,Florianópolis,0,Investidor,3
1334,1121.73,15.9,1,58,saque,Florianópolis,0,Investidor,4
1335,1000.0,12.03,1,75,transferencia,São Paulo,0,Aposentado,1
1336,1000.0,15.81,0,46,compra,Natal,0,Investidor,2
1337,1000.0,16.47,1,34,compra,Recife,0,Engenheiro,1
1338,1000.0,0.54,0,68,compra,Aracaju,0,Aposentado,1
1339,1000.0,1.3,1,23,compra,Brasília,0,Estudante,1
1340,1000.0,12.78,0,49,saque,Brasília,0,Comerciante,3
1341,1000.0,4.58,1,36,compra,Campo Grande,0,Investidor,3
1342,1000.0,15.18,0,44,saque,Teresina,0,Investidor,1
1343,1000.0,13.25,0,47,compra,Florianópolis,0,Comerciante,2
1344,1000.0,14.06,0,67,saque,Rio de Janeiro,0,Aposentado,1
1345,1000.0,7.26,0,70,saque,Natal,0,Aposentado,1
1346,1000.0,15.36,0,50,saque,Teresina,0,Comerciante,3
1347,1000.0,19.91,1,54,compra,Rio Branco,0,Comerciante,1
1348,1000.0,23.95,1,62,compra,Boa Vista,0,Aposentado,1
1349,1000.0,20.12,1,28,saque,Rio Branco,0,Bancário,2
1350,1000.0,13.38,1,73,compra,Campo Grande,0,Aposentado,1
1351,1000.0,4.64,1,58,compra,Brasília,0,Comerciante,4
1352,1000.0,16.35,1,27,saque,Rio Branco,0,Engenheiro,1
1353,1000.0,22.5,0,46,compra,Macapá,0,Investidor,3
1354,1000.0,5.08,1,39,compra,Fortaleza,0,Bancário,1
1355,1000.0,6.14,0,37,transferencia,Porto Velho,0,Comerciante,5
1356,1000.0,3.58,1,36,compra,Macapá,0,Investidor,4
1357,1000.0,17.68,0,41,compra,Macapá,0,Investidor,3
1358,1000.0,9.76,0,45,compra,Fortaleza,0,Investidor,2
1359,1000.0,1.5,0,19,saque,Porto Velho,1,Estudante,1
1360,1000.0,21.0,0,57,compra,Macapá,0,Comerciante,2
1361,1000.0,13.38,0,72,compra,Belém,0,Aposentado,1
1362,1000.0,7.95,1,35,compra,Boa Vista,0,Engenheiro,1
1363,1000.0,8.26,0,35,compra,Porto Velho,0,Investidor,1
1364,1000.0,6.97,0,19,compra,João Pessoa,0,Estudante,1
1365,1000.0,10.93,0,64,compra,São Paulo,0,Aposentado,1
1366,1000.0,8.09,0,66,compra,Macapá,0,Aposentado,1
1367,1000.0,13.15,0,72,saque,Curitiba,0,Aposentado,1
1368,1000.0,18.56,0,73,compra,Florianópolis,0,Aposentado,1
1369,1000.0,16.19,0,40,compra,Recife,0,Engenheiro,1
1370,1000.0,7.07,0,64,compra,Belo Horizonte,0,Aposentado,1
1371,1000.0,12.69,0,69,compra,Campo Grande,0,Aposentado,1
1372,1000.0,20.16,1,76,transferencia,Macapá,0,Aposentado,1
1373,1000.0,1.64,0,32,transferencia,Florianópolis,0,Bancário,2
1374,1000.0,1.88,0,77,saque,Salvador,0,Aposentado,1
1375,1000.0,13.35,0,42,compra,Brasília,0,Comerciante,3
1376,1000.0,15.34,0,62,saque,São Luís,0,Aposentado,1
1377,1000.0,5.07,0,35,saque,Porto Alegre,0,Investidor,1
1378,1000.0,17.89,0,38,compra,Porto Alegre,0,Bancário,5
1379,1000.0,15.51,1,64,compra,Rio Branco,0,Aposentado,1
1380,1000.0,22.16,0,49,transferencia,Salvador,0,Comerciante,1
1381,1000.0,4.05,0,67,compra,Vitória,0,Aposentado,1
1382,1000.0,18.03,0,36,compra,Goiânia,0,Investidor,3
1383,1000.0,2.01,0,35,compra,Teresina,0,Engenheiro,1
1384,1000.0,13.57,0,41,compra,Porto Alegre,0,Investidor,3
1385,1000.0,13.25,0,64,compra,Florianópolis,0,Aposentado,1
1386,1000.0,9.32,1,59,compra,Goiânia,0,Bancário,2
1387,1000.0,20.27,0,47,compra,Porto Alegre,0,Investidor,4
1388,1000.0,0.1,0,46,compra,Palmas,0,Investidor,1
1389,1000.0,12.48,1,71,saque,Manaus,0,Aposentado,1
1390,1000.0,5.21,0,38,compra,Teresina,0,Bancário,1
1391,1000.0,17.84,0,38,transferencia,Teresina,0,Engenheiro,1
1392,1000.0,1.03,0,65,compra,Porto Alegre,0,Aposentado,1
1393,1000.0,19.96,0,58,compra,Palmas,0,Bancário,4
1394,1000.0,20.11,1,19,compra,Natal,0,Estudante,1
1395,1000.0,19.99,0,62,compra,Maceió,0,Aposentado,1
1396,1000.0,3.66,0,18,compra,Goiânia,0,Estudante,1
1397,1000.0,15.13,1,39,compra,Manaus,0,Comerciante,4
1398,1000.0,0.34,0,73,compra,Rio Branco,1,Aposentado,1
1399,1000.0,20.35,0,57,compra,Campo Grande,0,Bancário,2
1400,1000.0,17.35,0,55,saque,Brasília,0,Bancário,3
1401,1000.0,12.75,1,36,transferencia,São Paulo,0,Investidor,5
1402,1000.0,17.53,1,36,compra,Salvador,0,Engenheiro,1
1403,1000.0,2.26,0,19,saque,Teresina,0,Estudante,1
1404,1000.0,12.69,1,46,compra,Curitiba,0,Comerciante,5
1405,1000.0,6.99,1,67,compra,Manaus,0,Aposentado,1
1406,1000.0,23.34,1,67,saque,São Paulo,0,Aposentado,1
1407,1000.0,20.57,0,40,compra,Salvador,0,Engenheiro,1
1408,1000.0,17.6,1,64,saque,Florianópolis,0,Aposentado,1
1409,1000.0,22.41,0,75,compra,Curitiba,0,Aposentado,1
1410,1000.0,8.32,1,74,transferencia,Belo Horizonte,0,Aposentado,1
1411,1000.0,21.62,0,75,compra,Palmas,0,Aposentado,1
1412,1000.0,7.81,0,79,compra,Manaus,0,Aposentado,1
1413,1000.0,17.59,1,65,compra,Cuiabá,0,Aposentado,1
1414,1000.0,17.67,1,44,saque,Belo Horizonte,0,Engenheiro,1
1415,1000.0,0.44,0,62,compra,Aracaju,0,Aposentado,1
1416,1000.0,8.67,0,40,transferencia,Natal,0,Comerciante,5
1417,1000.0,0.47,0,45,compra,Belo Horizonte,0,Bancário,3
1418,1000.0,23.93,0,73,compra,Rio de Janeiro,0,Aposentado,1
1419,1000.0,2.93,0,45,saque,Natal,0,Bancário,4
1420,1000.0,13.03,0,77,compra,Campo Grande,0,Aposentado,1
1421,1000.0,18.97,0,22,compra,Maceió,1,Estudante,1
1422,1000.0,4.83,0,35,compra,São Luís,0,Investidor,3
1423,1000.0,11.64,0,47,compra,São Paulo,0,Comerciante,4
1424,1000.0,14.58,1,41,compra,Palmas,0,Comerciante,5
1425,1000.0,3.84,0,54,compra,Curitiba,0,Investidor,1
1426,1000.0,18.69,0,33,compra,Rio Branco,0,Comerciante,1
1427,1000.0,7.18,1,46,compra,Florianópolis,0,Investidor,1
1428,1000.0,5.06,0,47,compra,Goiânia,0,Bancário,1
1429,1000.0,13.4,0,42,compra,João Pessoa,1,Engenheiro,1
1430,1000.0,9.85,0,55,compra,Teresina,1,Comerciante,1
1431,1000.0,22.09,0,78,transferencia,Manaus,0,Aposentado,1
1432,1000.0,21.12,0,56,compra,Belém,0,Investidor,3
1433,1000.0,11.6,0,18,transferencia,Fortaleza,0,Estudante,1
1434,1000.0,8.62,1,57,compra,Teresina,0,Comerciante,2
1435,1000.0,7.81,0,56,saque,Porto Alegre,0,Bancário,4
1436,1000.0,6.42,1,72,compra,Belém,0,Aposentado,1
1437,1000.0,13.07,0,56,compra,Aracaju,1,Bancário,5
1438,1000.0,19.32,0,48,transferencia,Rio de Janeiro,0,Comerciante,1
1439,1000.0,7.46,0,56,compra,Belém,0,Investidor,5
1440,1000.0,4.56,0,48,compra,Porto Velho,0,Comerciante,1
1441,1000.0,11.41,1,76,transferencia,Belém,0,Aposentado,1
1442,1000.0,1.66,0,50,compra,Teresina,0,Bancário,4
1443,1000.0,16.83,0,29,compra,Teresina,0,Engenheiro,1
1444,1000.0,12.44,0,42,compra,Belém,0,Engenheiro,1
1445,1000.0,11.91,0,72,compra,Belém,0,Aposentado,1
1446,1000.0,7.21,1,40,saque,Goiânia,0,Engenheiro,1
1447,1000.0,21.71,1,60,transferencia,Campo Grande,0,Aposentado,1
1448,1000.0,2.17,1,78,compra,Boa Vista,0,Aposentado,1
1449,1000.0,20.88,0,65,saque,Manaus,1,Aposentado,1
1450,1000.0,9.04,0,45,compra,Fortaleza,0,Comerciante,2
1451,1000.0,21.13,0,50,saque,Cuiabá,0,Bancário,1
1452,1000.0,17.49,0,55,compra,São Paulo,0,Comerciante,4
1453,1000.0,2.5,0,43,compra,Boa Vista,0,Investidor,2
1454,1000.0,19.96,1,41,compra,Rio Branco,0,Investidor,4
1455,1000.0,16.37,1,79,compra,Porto Velho,0,Aposentado,1
1456,1000.0,0.78,1,22,compra,Natal,0,Estudante,1
1457,1000.0,3.21,0,61,transferencia,Belo Horizonte,0,Aposentado,1
1458,1000.0,15.26,0,77,compra,Rio Branco,0,Aposentado,1
1459,1000.0,15.9,1,34,compra,Rio Branco,0,Comerciante,4
1460,1000.0,17.92,1,62,transferencia,João Pessoa,0,Aposentado,1
1461,1000.0,17.29,1,54,compra,Porto Alegre,0,Investidor,5
1462,1000.0,15.83,0,32,compra,Goiânia,0,Engenheiro,1
1463,1000.0,18.39,1,19,compra,Belém,0,Estudante,1
1464,1000.0,13.8,0,51,saque,Aracaju,0,Investidor,1
1465,1488.34,6.26,0,37,compra,Curitiba,0,Bancário,3
1466,1000.0,21.9,1,47,saque,Belém,0,Investidor,3
1467,1000.0,0.44,0,33,saque,Maceió,0,Engenheiro,1
1468,1000.0,8.8,0,61,compra,Recife,0,Aposentado,1
1469,1000.0,17.49,0,76,saque,Goiânia,0,Aposentado,1
1470,1000.0,10.25,0,21,compra,Fortaleza,0,Estudante,1
1471,1000.0,0.6,0,48,compra,Florianópolis,0,Comerciante,1
1472,1000.0,1.58,0,43,compra,Teresina,0,Comerciante,4
1473,1000.0,15.57,0,72,compra,Porto Alegre,0,Aposentado,1
1474,1000.0,23.16,0,58,transferencia,Teresina,0,Comerciante,1
1475,1000.0,13.24,1,76,transferencia,Goiânia,0,Aposentado,1
1476,1000.0,12.16,0,29,compra,Boa Vista,0,Investidor,1
1477,1000.0,7.64,1,19,compra,Manaus,0,Estudante,1
1478,1000.0,6.16,0,25,compra,Florianópolis,0,Estudante,1
1479,1000.0,0.5,0,31,compra,Recife,0,Investidor,2
1480,1000.0,6.55,0,41,compra,Porto Velho,0,Investidor,2
1481,1000.0,10.78,0,60,compra,Brasília,0,Aposentado,1
1482,1000.0,4.75,1,57,compra,Cuiabá,0,Comerciante,1
1483,1000.0,2.1,0,58,compra,Manaus,0,Comerciante,5
1484,1000.0,17.23,1,42,compra,Boa Vista,0,Comerciante,5
1485,1000.0,21.47,0,79,compra,Belo Horizonte,0,Aposentado,1
1486,1000.0,22.48,1,75,saque,Cuiabá,0,Aposentado,1
1487,1000.0,14.83,0,24,compra,Porto Alegre,0,Estudante,1
1488,1000.0,1.27,0,49,compra,Florianópolis,0,Investidor,2
1489,1000.0,17.78,0,70,compra,João Pessoa,0,Aposentado,1
1490,1000.0,2.64,0,40,compra,Fortaleza,0,Investidor,4
1491,1000.0,16.07,0,63,compra,Salvador,0,Aposentado,1
1492,1000.0,18.7,0,56,compra,Florianópolis,1,Bancário,2
1493,1000.0,17.42,0,43,compra,Porto Velho,0,Bancário,5
1494,1000.0,22.85,1,59,compra,Boa Vista,0,Investidor,3
1495,1000.0,17.72,1,24,transferencia,João Pessoa,0,Estudante,1
1496,1000.0,16.64,0,73,compra,Rio Branco,0,Aposentado,1
1497,1000.0,6.28,0,64,compra,Salvador,0,Aposentado,1
1498,1000.0,22.19,0,67,transferencia,Cuiabá,0,Aposentado,1
1499,1000.0,4.31,1,62,compra,Cuiabá,0,Aposentado,1
1500,1000.0,21.72,0,21,transferencia,Cuiabá,0,Estudante,1
1501,1000.0,7.5,0,61,compra,Natal,1,Aposentado,1
1502,1000.0,3.12,0,42,saque,São Paulo,0,Engenheiro,1
1503,1000.0,19.84,0,69,compra,Manaus,0,Aposentado,1
1504,1000.0,0.06,0,35,compra,Rio de Janeiro,0,Investidor,5
1505,1000.0,19.97,0,24,compra,São Luís,0,Estudante,1
1506,1000.0,6.3,0,39,compra,Rio Branco,1,Bancário,1
1507,1000.0,21.23,0,21,compra,Cuiabá,0,Estudante,1
1508,1000.0,16.6,0,46,saque,Brasília,0,Bancário,1
1509,1000.0,15.99,0,41,compra,João Pessoa,0,Investidor,4
1510,1000.0,8.77,0,71,compra,Vitória,0,Aposentado,1
1511,1000.0,1.43,0,57,compra,Teresina,0,Comerciante,3
1512,1000.0,19.92,0,69,saque,Macapá,0,Aposentado,1
1513,1000.0,4.1,0,67,transferencia,Palmas,0,Aposentado,1
1514,1000.0,8.93,0,77,transferencia,Cuiabá,0,Aposentado,1
1515,1000.0,14.41,0,55,compra,Aracaju,0,Comerciante,1
1516,1000.0,11.57,1,58,compra,Maceió,0,Investidor,5
1517,1000.0,4.77,0,29,compra,Belo Horizonte,0,Comerciante,3
1518,1000.0,3.37,0,26,compra,Belém,0,Comerciante,1
1519,1000.0,2.96,0,32,compra,Salvador,0,Bancário,3
1520,1000.0,20.71,0,76,saque,Brasília,0,Aposentado,1
1521,1000.0,0.76,1,30,compra,Maceió,0,Comerciante,2
1522,1000.0,23.45,1,74,compra,Boa Vista,0,Aposentado,1
1523,1000.0,4.76,0,47,compra,São Paulo,0,Investidor,3
1524,1000.0,2.65,0,52,compra,Porto Alegre,0,Comerciante,3
1525,1000.0,13.85,1,52,compra,Belo Horizonte,0,Comerciante,5
1526,1000.0,1.92,1,43,transferencia,Salvador,0,Comerciante,5
1527,1000.0,14.46,0,36,compra,Teresina,0,Comerciante,1
1528,1000.0,20.42,0,38,transferencia,Natal,0,Engenheiro,1
1529,1000.0,1.15,1,38,compra,Belém,0,Investidor,2
1530,1000.0,19.2,1,30,saque,Campo Grande,0,Comerciante,2
1531,1000.0,9.47,0,38,saque,Salvador,0,Investidor,3
1532,1000.0,3.83,0,41,saque,Campo Grande,0,Engenheiro,1
1533,1000.0,4.23,0,43,compra,Belém,0,Investidor,3
1534,1000.0,22.05,0,61,compra,Manaus,0,Aposentado,1
1535,1000.0,2.65,0,73,compra,Maceió,0,Aposentado,1
1536,1000.0,20.8,0,48,transferencia,Florianópolis,0,Comerciante,2
1537,1000.0,13.06,1,47,compra,Goiânia,0,Comerciante,1
1538,1000.0,0.94,0,41,compra,Fortaleza,0,Comerciante,3
1539,1000.0,11.15,0,49,compra,Curitiba,0,Bancário,4
1540,1000.0,19.62,1,47,compra,Palmas,0,Comerciante,5
1541,1000.0,17.43,0,74,compra,Belém,0,Aposentado,1
1542,1000.0,11.73,1,43,compra,Porto Velho,0,Bancário,5
1543,1000.0,20.64,1,55,compra,Boa Vista,0,Bancário,2
1544,1000.0,2.89,0,35,saque,Campo Grande,0,Comerciante,5
1545,1000.0,21.84,0,58,compra,João Pessoa,0,Investidor,1
1546,1000.0,20.31,1,71,compra,João Pessoa,0,Aposentado,1
1547,1000.0,17.0,0,66,compra,Belo Horizonte,0,Aposentado,1
1548,1000.0,19.63,0,77,compra,Salvador,0,Aposentado,1
1549,1000.0,13.05,1,29,transferencia,Belém,0,Investidor,5
1550,1000.0,16.2,0,38,compra,Belém,0,Engenheiro,1
1551,1000.0,13.45,0,40,saque,Fortaleza,0,Bancário,1
1552,1000.0,8.53,0,79,compra,Belém,0,Aposentado,1
1553,1000.0,13.65,0,45,transferencia,Maceió,0,Comerciante,2
1554,1000.0,6.18,0,77,compra,Aracaju,0,Aposentado,1
1555,1000.0,10.57,0,34,compra,Fortaleza,0,Engenheiro,1
1556,1000.0,6.74,0,32,compra,Fortaleza,0,Comerciante,1
